date,mkt_excess,size,value,momentum,asset_excess
2024-02-01,0.018595782741803915,-0.013467174749104709,-0.0005400129871681368,0.00014068532881538186,0.01483197980280828
2024-02-02,-0.005125311075949161,0.008120119483687122,0.0070891680745176445,-0.006839635891851881,-0.008598646062630666
2024-02-05,0.0003610218004644284,-0.011532349733107721,-0.01288533703157361,-0.011215681434015072,-0.009576980338824849
2024-02-06,0.004482679112961586,-0.010749028519123733,0.0039051850170544254,-0.010684890306805963,3.292320523991211e-05
2024-02-07,-0.008678153314883124,-0.0028933465013197316,0.00125019067468926,0.0027786473051950727,-0.005750398328485425
2024-02-08,2.2721301965429432e-05,0.0063080365929359785,-0.01456442108275908,-0.0070598345393189325,0.001765866243708414
2024-02-09,-9.794244437244991e-06,0.002400911245846349,0.01203588025143754,0.006760721777649676,-0.00010909757277733907
2024-02-12,-0.019301967369799628,0.006486146286300146,-0.00633669458631103,0.008533600754511882,-0.02241924707966797
2024-02-13,0.011194238062298424,-0.003549150644376348,0.0061490584774997695,-0.001712421022228858,0.0057137856780818475
2024-02-14,0.0066054836751150425,-0.0013774662924476771,-0.003779414384312668,0.009950548699634378,0.011671051771742293
2024-02-15,-0.006879718713634356,-0.009097094305321593,0.008941886009514973,0.0013631980596210801,-0.01011094700026659
2024-02-16,-0.0018870308731529328,-0.0025349236257814073,0.011810355871496345,0.006749727493638063,-0.0021247796969441563
2024-02-19,0.005558293116164268,0.004745025214479165,-0.007470445302635743,-0.0013542380465271248,0.004001979400800279
2024-02-20,-0.0028749205671081165,-0.0023986244318009568,-0.013773588244914025,0.005755024917438673,0.002782463150136416
2024-02-21,-0.0026702398653980124,0.003803676438516923,-0.0011826904465135682,-0.005659903097081057,-0.0019141282498004685
2024-02-22,-0.015985655537398696,-0.0045861940123961544,0.007640249733245533,0.0037360949415990194,-0.023870521461281987
2024-02-23,0.0061003834308107656,-0.004739132742318012,-0.0033418094634786013,-0.0027553022797287613,0.008948925910687123
2024-02-26,0.0013626899581574226,0.00031334919782066646,-0.005521712255607999,-0.0007833587821068988,0.005269922862081583
2024-02-27,0.0030190591613595994,-0.0015590520224663248,0.004394540305043821,0.0037903114039813664,0.007220831765523546
2024-02-28,-0.016791769850568242,0.004739081940811664,-0.024853657212633513,0.001036270205823452,-0.011287471075492864
2024-02-29,0.01815769660305123,0.0014263219328476825,-0.005982440161353511,-0.0004462498031248723,0.015098057283772745
2024-03-01,0.0016976908900199381,0.013922770363142593,-0.012454166713538753,0.004366674945315624,0.0035307581302455385
2024-03-04,-0.004258539376150269,-0.0017559560360880069,0.0026533233346098823,0.004819237467255109,0.0014465338133118838
2024-03-05,0.022319794428372227,-0.0018180211980504063,-0.006626243617238183,-0.008310042318779819,-0.013250074330878003
2024-03-06,-0.000499246328467107,-0.008321048510281565,-0.010036508923089237,0.0033536661944693837,-0.0011769087614795866
2024-03-07,-0.01595746569061232,0.00018222373935348872,-0.003184480565202268,0.004026006332529091,-0.016173595682924837
2024-03-08,-0.004457506409704553,0.005462631509377595,-0.013215675798860098,-0.00451031666774637,0.0028339086603286524
2024-03-11,-0.025171466121688947,-0.0059223651312508944,-0.0001181136905486173,0.002314804876215871,-0.023198121333753135
2024-03-12,0.0115433620427758,-0.0003973781020770221,-0.006141351155675178,-0.007945400283540672,-0.0001913036671298378
2024-03-13,-0.004581217503720204,0.005748454081438694,-0.0033967713309848544,0.00863594461577752,-0.007054698119305666
2024-03-14,-0.008168088777250245,-0.0010152731920855325,-0.0064542428673391794,-0.0014259256410850045,-0.012558701577540186
2024-03-15,0.011797171447330449,-0.0041530984091858085,0.008210366107672276,-0.00047136168017902026,0.009285401656241823
2024-03-18,-0.018161831483464227,0.007784745206241625,-0.0009796831366139787,0.007184351767470811,-0.010764795935749388
2024-03-19,0.005889722919587001,0.0007761565244501158,0.00472060649393318,-0.0008564464049856496,0.0033158383765297793
2024-03-20,-0.02270856283433293,0.00317251604594306,0.004318068127600437,0.0035933266941564927,-0.029054649798806932
2024-03-21,-0.007283752736334896,0.009371147601684148,-0.007255358581826423,-0.006284401857204976,-0.006586326704293288
2024-03-22,-0.013246418301597057,0.009162527347757063,0.00512976013608986,-0.0034185289457153386,-0.0013556286509578564
2024-03-25,0.016081731899348764,-0.0027776334597921807,0.00314197626818,-0.008354744298762892,-0.0019718977979491722
2024-03-26,0.01942776965722267,-0.00420343775578335,0.0028228371135940768,-0.0012491078282089265,0.016123539772690695
2024-03-27,-0.0036235512710437157,0.002274471466657051,-0.0035882395344404455,0.006186212568806515,0.00884225088741692
2024-03-28,0.009248065663578893,-0.0010623002819103967,-0.0038415968164173617,0.0013416491064284944,0.01371318228672216
2024-03-29,-0.0019798504137758534,-0.015198890554258783,0.0070699678338429685,0.005305665786535271,-0.006633691685607726
2024-04-01,0.0062486807606078,0.010202893877327101,0.01963763610478825,-0.0061572459967209016,0.00768504864207972
2024-04-02,-0.008281209160636111,0.00015489061999405257,-0.007471144412552595,-0.005299364303310687,-0.013696099682866777
2024-04-03,-0.018791731234837614,0.00589102373318773,0.004810033869515973,-0.0027932590239865907,-0.016920753829321587
2024-04-04,-0.01983408524327715,-0.009383332514241359,-0.003296272754187496,0.003435437563774942,0.0024921984881651343
2024-04-05,0.004214340369332631,0.010305628470067149,0.0070637093937171505,0.002138571776779355,0.01679500786043685
2024-04-08,0.024723545580884694,-0.004706102448498453,0.003944819766133195,-9.173486211261537e-05,-0.006551030374287135
2024-04-09,0.002963527935586757,-0.000861336587786621,0.009541129944778863,0.0037357760662378873,0.005964609573727419
2024-04-10,-0.005770650813409376,-0.011211397357819015,-0.025153062855791233,-0.0009083905866851836,0.008004000975616432
2024-04-11,0.021032207485651343,-0.0013355978938527,-0.005409744104847747,-0.00012914681650788446,0.011817877718915437
2024-04-12,0.002610320313009128,-0.0018384314615261734,-0.00889366696438386,0.00782900897574107,0.007522901889660207
2024-04-15,0.0011157738373277696,-0.0014828843132137566,-0.0009718890419644113,-0.0035176121885209946,0.00580761371824136
2024-04-16,0.002778355091108493,0.003508037942046552,-0.006514792029465412,0.0010960868194807916,0.002434561315291691
2024-04-17,-0.0014561491732353186,0.00048276678294802063,-0.005768780017858192,0.009671668853434798,0.005399144305243636
2024-04-18,-0.0034042397464776842,0.007806261000760654,0.006136738380824862,0.00061142821301535,-0.0020254522915598688
2024-04-19,-0.015784598126391096,-0.003745265485211089,0.017117353299598494,0.004239320865142266,-0.03799774701770079
2024-04-22,0.005517865354991448,-0.007968127269714912,-0.0254144750972525,-0.003640090681313115,0.007824912762470028
2024-04-23,-0.0010425299548388358,-0.00015285113296049306,-0.0027940500594609047,0.011739122306273761,0.0033932404420316193
2024-04-24,0.013123945145784117,0.0050269442904302694,0.0028084841271230516,-0.013497787314616181,0.017999285899943637
2024-04-25,-0.00405700315292631,0.009957134183742604,4.25978959846628e-05,-0.0068059322274021325,0.008284931657801992
2024-04-26,-0.020970068663835148,0.0065113714845115075,-0.003106215767249029,-0.006323064870684599,-0.009188179230202199
2024-04-29,-0.0010957169508435094,-0.014123525341266614,-0.012181207985163818,0.009718821199041397,-0.00034483629858026127
2024-04-30,0.01869491026421349,0.003016466864481727,-0.008484051209783891,0.0021148867874624384,0.025491303123164603
2024-05-01,-0.004217654352246638,0.011682974183369874,0.0065248377588401855,-0.0015739618941328025,-0.0011643289289428465
2024-05-02,-0.009788425471228242,0.0005006109307734419,0.00968186214275809,-0.007690547519583064,-0.003934281013464866
2024-05-03,-0.013129511144840011,-0.004128340001136211,0.0008700712484786675,0.002184774257404985,-0.026578825858442946
2024-05-06,-0.011550184921829106,0.0024732868215436737,-0.0075255513304307835,0.0006842026758031815,-0.019124697904539547
2024-05-07,-0.0033021311048017934,-0.004025935873768762,0.0008613987260985553,-0.0041578164185502265,-0.015937210764439935
2024-05-08,-0.012979803028040257,0.0051129053272324304,-0.002160358002204108,-0.00894916292038786,-0.006766728594711428
2024-05-09,0.016474030271573417,-0.00010395577166093904,0.004910441580601808,-0.006616546354419376,0.011778424680856396
2024-05-10,-0.0031089875968291847,0.011144001039972025,0.0010646920591627326,0.0012804767472201638,-0.0028534597759954645
