date,price,ret
2020-01-01,100.00496714153012,0.004967141530112327
2020-01-02,100.00438588712358,-0.0005812544065317694
2020-01-03,100.01246426252119,0.008078375397612166
2020-01-04,100.0300935801933,0.01762931767209687
2020-01-05,100.03094474133088,0.0008511611375932029
2020-01-06,100.03258461430305,0.0016398729721658007
2020-01-07,100.05314013796806,0.0205555236650141
2020-01-08,100.06635238275187,0.013212244783809526
2020-01-09,100.06796114337286,0.0016087606209808404
2020-01-10,100.08044573056164,0.012484587188778921
2020-01-11,100.08361468448474,0.0031689539231125096
2020-01-12,100.08749212847694,0.0038774439921946194
2020-01-13,100.09916439485934,0.011672266382407724
2020-01-14,100.08998727658312,-0.009177118276231126
2020-01-15,100.08338083207006,-0.006606444513054409
2020-01-16,100.08907064582756,0.005689813757494887
2020-01-17,100.09090680842311,0.0018361625955623222
2020-01-18,100.10664632290874,0.015739514485623853
2020-01-19,100.11077545725337,0.004129134344625489
2020-01-20,100.11045291232607,-0.00032254492730213885
2020-01-21,100.139478842679,0.0290259303529318
2020-01-22,100.15213639265615,0.012657549977153137
2020-01-23,100.16824890096478,0.016112508308631004
2020-01-24,100.16993576330626,0.0016868623414721187
2020-01-25,100.18089780439566,0.010962041089398227
2020-01-26,100.19885807158359,0.017960267187934118
2020-01-27,100.20461728384285,0.005759212259261556
2020-01-28,100.22603378102409,0.0214164971812421
2020-01-29,100.23804891529636,0.012015134272274214
2020-01-30,100.25348655690031,0.015437641603953113
2020-01-31,100.26612764660803,0.012641089707710825
2020-02-01,100.30358219220271,0.03745454559468832
2020-02-02,100.32262218334581,0.019039991143095472
2020-02-03,100.3314324381806,0.00881025483478532
2020-02-04,100.35922651209388,0.027794073913285505
2020-02-05,100.36673652984673,0.007510017752843783
2020-02-06,100.38866177764531,0.0219252477985825
2020-02-07,100.38898798420148,0.0003262065561700604
2020-02-08,100.39568332719543,0.006695342993955482
2020-02-09,100.41765135125661,0.02196802406117925
2020-02-10,100.44502551383924,0.02737416258263078
2020-02-11,100.46668667130004,0.021661157460791454
2020-02-12,100.48540360127342,0.01871692997337921
2020-02-13,100.50215999450377,0.016756393230351593
2020-02-14,100.50700447164564,0.004844477141882525
2020-02-15,100.51926646416445,0.012261992518802502
2020-02-16,100.53391999118273,0.014653527018273936
2020-02-17,100.56351967294171,0.029599681758980687
2020-02-18,100.58572229651126,0.022202623569560945
2020-02-19,100.5865661740725,0.0008438775612364599
2020-02-20,100.60795945785733,0.021393283784829215
2020-02-21,100.62191008758786,0.013950629730537392
2020-02-22,100.63256273579525,0.010652648207378799
2020-02-23,100.6556937994917,0.02313106369644473
2020-02-24,100.68258319968062,0.026889400188932405
2020-02-25,100.70801388008158,0.025430680400948404
2020-02-26,100.71525216969944,0.007238289617861618
2020-02-27,100.7272779907128,0.01202582101336414
2020-02-28,100.74517176721389,0.017893776501096435
2020-02-29,100.76894813779533,0.02377637058143909
2020-03-01,100.77759457139057,0.008646433595233212
2020-03-02,100.7885718298062,0.01097725841563744
2020-03-03,100.78971738667597,0.0011455568697690821
2020-03-04,100.7893196754753,-0.0003977112006719949
2020-03-05,100.80834616245389,0.019026486978581197
2020-03-06,100.83212915560917,0.023782993155285467
2020-03-07,100.84093259501854,0.008803439409372405
2020-03-08,100.85977911562715,0.01884652060860751
2020-03-09,100.87148016593869,0.011701050311546743
2020-03-10,100.87237417122185,0.000894005283155086
2020-03-11,100.88258204497853,0.010207873756687424
2020-03-12,100.9037944520388,0.021212407060259023
2020-03-13,100.90849698928783,0.0047025372490284165
2020-03-14,100.92842485105612,0.01992786176829943
2020-03-15,100.90572257595221,-0.02270227510392231
2020-03-16,100.91664491369343,0.01092233774122354
2020-03-17,100.91942249176152,0.002777578068101994
2020-03-18,100.91754025712692,-0.0018822346346094308
2020-03-19,100.9187646558312,0.0012243987042714162
2020-03-20,100.89839421692406,-0.020370438907124377
2020-03-21,100.8949020022537,-0.0034922146703710803
2020-03-22,100.89637896697674,0.0014769647230416598
2020-03-23,100.90826844488221,0.011889477905470357
2020-03-24,100.89940561967457,-0.008862825207638415
2020-03-25,100.8868558111669,-0.012549808507679304
2020-03-26,100.87659579029544,-0.010260020871446708
2020-03-27,100.87973820352599,0.0031424132305482733
2020-03-28,100.87625460503526,-0.0034835984907285503
2020-03-29,100.86343726755418,-0.012817337481094225
2020-03-30,100.86031365881654,-0.0031236087376292536
2020-03-31,100.85230486489257,-0.008008793923962088
2020-04-01,100.85230288205402,-1.9828385525895442e-06
2020-04-02,100.83490061664644,-0.01740226540759106
2020-04-03,100.82056563417235,-0.014334982474075964
2020-04-04,100.80492732707971,-0.015638307092646415
2020-04-05,100.77793490774091,-0.026992419338796363
2020-04-06,100.76791864465686,-0.010016263084057736
2020-04-07,100.75695237998707,-0.010966264669786478
2020-04-08,100.74284915276634,-0.014103227220731825
2020-04-09,100.72579411004541,-0.01705504272092605
2020-04-10,100.69640004757079,-0.02939406247462628
2020-04-11,100.67644653474458,-0.019953512826208313
2020-04-12,100.65679091842982,-0.01965561631476534
2020-04-13,100.63208432927591,-0.024706589153905195
2020-04-14,100.61335910800167,-0.018725221274229476
2020-04-15,100.5998861906678,-0.01347291733387829
2020-04-16,100.60086169217192,0.0009755015041175881
2020-04-17,100.5843769103291,-0.016484781842825993
2020-04-18,100.56840693380427,-0.015969976524819157
2020-04-19,100.54883186158249,-0.019575072221785166
2020-04-20,100.51055864954336,-0.03827321203912962
2020-04-21,100.49098377929106,-0.019574870252298402
2020-04-22,100.4720831336531,-0.018900645637954693
2020-04-23,100.47705071651788,0.004967582864775735
2020-04-24,100.45533196383337,-0.021718752684514137
2020-04-25,100.43845378448555,-0.01687817934782483
2020-04-26,100.41814645755179,-0.020307326933753058
2020-04-27,100.38646497164555,-0.0316814859062418
2020-04-28,100.37789611354759,-0.008568858097956565
2020-04-29,100.36544809632248,-0.012448017225102411
2020-04-30,100.35345287856987,-0.011995217752617185
2020-05-01,100.32454724948558,-0.02890562908429746
2020-05-02,100.31888904246891,-0.005658207016663022
2020-05-03,100.28534160610259,-0.03354743636632548
2020-05-04,100.27186984313263,-0.013471762969957325
2020-05-05,100.27465372183904,0.0027838787064108673
2020-05-06,100.24587804910517,-0.02877567273386137
2020-05-07,100.22162543996635,-0.0242526091388322
2020-05-08,100.20434285815918,-0.017282581807170325
2020-05-09,100.18136890250489,-0.022973955654293127
2020-05-10,100.14829177944323,-0.03307712306166061
2020-05-11,100.1318038525955,-0.016487926847728426
2020-05-12,100.10443177525663,-0.0273720773388609
2020-05-13,100.09287007813452,-0.011561697122102312
2020-05-14,100.06785581044511,-0.025014267689425374
2020-05-15,100.06803813542093,0.0001823249758372645
2020-05-16,100.04541619195658,-0.022621943464363935
2020-05-17,100.0279575296004,-0.01745866235618415
2020-05-18,100.02242888713825,-0.005528642462150258
2020-05-19,99.99705260877299,-0.025376278365254898
2020-05-20,99.98687674164377,-0.010175867129212118
2020-05-21,99.98813486942873,0.0012581277849550657
2020-05-22,99.96090287861449,-0.027231990814241713
2020-05-23,99.95226612069537,-0.008636757919114956
2020-05-24,99.94507275209139,-0.007193368603978247
2020-05-25,99.94380541248805,-0.0012673396033539043
2020-05-26,99.9230715585616,-0.020733853926445885
2020-05-27,99.90223730196566,-0.020834256595937673
2020-05-28,99.90057393835028,-0.00166336361537714
2020-05-29,99.89741897215369,-0.00315496619659356
2020-05-30,99.89456689177118,-0.002852080382507885
2020-05-31,99.89345077347339,-0.001116118297789573
2020-06-01,99.88285369173771,-0.010597081735682138
2020-06-02,99.88216925855389,-0.0006844331838183437
2020-06-03,99.88288770730405,0.0007184487501631517
2020-06-04,99.87433016468057,-0.008557542623475887
2020-06-05,99.89237440010687,0.01804423542629142
2020-06-06,99.89730072381073,0.004926323703859572
2020-06-07,99.88637688555579,-0.010923838254936645
2020-06-08,99.89473123172964,0.008354346173840529
2020-06-09,99.88756996529098,-0.0071612664386596775
2020-06-10,99.8988189488464,0.011248983555419744
2020-06-11,99.91457020343013,0.015751254583733124
